Summary of the properties of the SDSS/DR16 quasars included in the classification. 
We list: 
1. the quasar name in the SDSS convention
2. the right ascension (deg.)
3. the declination (deg.) 
4. the quasar redshift from the SDSS pipeline 
5. the S/N measured at 1150A in the quasar rest-frame
6. a flag indicating if the quasar is a ``Science Primary" observation (Y or N)
7. a flag indicating if the quasar is included in the training set (Y or N)
8. a flag describing the outcome of the classification (1: quasar with LLS; 2: quasar without LLS; 4: non quasar)
9. the measured redshift of the LLS. 

--
1                     2         3          4      5   6 7 8 9
spec-5195-56048-0200 248.58915 36.5615140 3.786  7.1 N N 1 3.339
spec-5195-56048-0240 248.25058 36.4846840 3.537 19.3 N N 1 3.537
spec-5195-56048-0798 248.44812 37.7431270 3.830  7.5 Y N 1 3.700
spec-5196-55831-0460 250.59562 32.2862000 3.994 17.6 Y N 2 0.000
spec-5196-55831-0468 250.30617 33.0465130 3.557 31.6 Y N 1 3.214
spec-5196-55831-0496 250.02137 33.1729250 3.664  6.4 N N 1 3.448
spec-5197-55828-0124 251.53532 35.0888660 3.786  7.8 Y N 1 3.663
spec-5197-55828-0830 251.24566 36.5287060 3.821  7.8 Y N 1 3.553
spec-5197-55828-0874 251.55838 36.4940170 3.624  7.9 Y N 1 3.530
spec-5197-55828-0888 251.48477 35.9901210 3.687  6.7 Y N 1 3.598
spec-5198-55823-0186 253.75093 36.3578280 3.891  2.9 N N 2 0.000
spec-5199-56067-0510 242.89061 37.5855610 3.971  3.9 Y N 1 3.925
spec-5199-56067-0598 243.55177 38.3464190 3.886  2.3 N N 1 3.842
spec-5199-56067-0920 245.32506 38.2750120 3.934 10.2 Y N 1 3.750
spec-5200-56091-0010 243.56228 38.0547270 3.503 13.5 Y N 2 0.000
spec-5200-56091-0062 242.89061 37.5855610 3.969  2.9 N N 1 3.912
spec-5200-56091-0232 242.05777 37.7909360 3.989  3.7 N N 1 3.841
spec-5200-56091-0614 241.16056 38.3067970 3.590  6.2 N N 2 0.000
spec-5200-56091-0852 242.31561 38.6239770 3.804  6.2 Y N 1 3.793
spec-5201-55832-0162 249.78795 28.4131050 3.818 28.7 Y N 1 3.763
spec-5201-55832-0292 249.44825 29.0264720 3.643 17.6 Y N 1 3.526
spec-5201-55832-0690 249.33337 30.2446520 3.988  4.4 Y N 2 0.000
spec-5201-55832-0732 249.62662 30.2543590 3.701 14.0 Y N 1 3.626
spec-5202-55824-0076 250.36442 31.4808990 3.545 20.3 Y N 2 0.000
spec-5202-55824-0306 249.04052 31.6410990 3.564 16.4 Y N 1 3.525
spec-5202-55824-0721 249.09927 32.5886080 3.514 21.3 Y N 1 3.338
spec-5202-55824-0946 250.30617 33.0465130 3.557 22.4 N N 1 3.229
spec-5202-55824-0989 250.59562 32.2862000 3.976 15.0 N N 2 0.000
spec-5203-56034-0550 241.97042 12.0965980 3.729  9.9 Y N 2 0.000
spec-5203-56034-0632 242.41990 12.3763430 3.851  7.6 Y N 2 0.000
spec-5204-56036-0438 240.55345 10.4893820 3.660  5.5 Y N 2 0.000
spec-5204-56036-0868 241.97042 12.0965980 3.728  7.0 N N 2 0.000
spec-5205-56040-0182 244.00744  9.3548819 3.869  5.8 Y N 1 3.702
spec-5205-56040-0976 244.77284 10.2315830 3.612 13.5 Y N 2 0.000
spec-5206-56033-0012 235.65713  9.9330173 3.992 11.4 Y N 1 3.442
spec-5206-56033-0202 234.62732  8.9214245 3.537 28.4 Y N 1 3.509
spec-5206-56033-0450 233.42758  9.4682124 3.843  2.5 Y N 1 3.502
spec-5206-56033-0756 234.58264 11.0576420 3.841 17.6 Y N 1 3.648
spec-5207-56018-0260 241.71465  7.7978101 3.826  0.0 Y N 4 0.000
spec-5207-56018-0608 241.29131  8.9415490 3.596  7.0 Y N 2 0.000
spec-5208-56008-0032 238.28863  9.6147594 3.838  8.3 Y N 2 0.000
spec-5208-56008-0556 236.00602 10.6038270 3.816  4.5 N N 1 3.732
spec-5208-56008-0816 237.58145  9.9637708 3.830 13.6 Y N 1 3.791
spec-5208-56008-0838 237.58026 10.7009550 3.659 11.7 Y N 1 3.616
spec-5208-56008-0968 238.22934 10.0939800 3.711 40.6 Y N 1 3.706
spec-5209-56002-0374 232.06937  7.9524029 3.993  3.3 Y N 1 3.887
spec-5209-56002-0380 232.17681  7.8200749 3.760  5.4 Y N 1 3.751
spec-5209-56002-0893 233.30581  8.8401157 3.690  8.0 Y N 1 3.641
spec-5210-56003-0404 237.08380  7.1014545 3.806  9.3 Y N 2 0.000
spec-5210-56003-0638 237.28573  8.8695197 3.919  7.7 Y N 2 0.000
spec-5210-56003-0796 237.94877  8.8407715 3.662 12.3 Y N 1 3.461
spec-5210-56003-0832 238.01359  8.8464772 3.640 42.1 Y N 1 3.150
spec-5210-56003-0986 239.10898  8.3226354 3.675  9.1 Y N 2 0.000
spec-5211-56002-0390 234.59968  7.9574279 3.745  6.7 Y N 1 3.503
spec-5211-56002-0693 235.15982  9.0118181 3.729 31.0 Y N 1 3.715
spec-5211-56002-0820 235.72409  9.3734562 3.916 35.3 Y N 1 3.715
spec-5212-56016-0532 244.60482  8.4443238 3.968  5.5 Y N 1 3.743
spec-5212-56016-0668 245.18561  9.0953257 3.985  5.2 Y N 1 3.986
spec-5284-55866-0500 128.34375  9.9947899 3.715 28.4 Y N 2 0.000
spec-5285-55946-0202 130.43569  6.5087127 3.549  8.3 Y N 1 3.430
spec-5285-55946-0282 130.09798  6.6275456 3.819  5.4 Y N 2 0.000
spec-5286-56225-0496 129.77072 16.5595870 3.873  2.3 Y N 2 0.000
spec-5286-56225-0788 131.09108 17.1837740 3.963  2.1 Y N 1 3.858
spec-5288-55865-0592 130.93522 13.7138650 3.904 22.3 Y N 1 3.623
spec-5289-55893-0004 133.26470  7.9454965 3.850  5.8 Y N 1 3.662
spec-5289-55893-0176 132.33230  7.2214784 3.632 11.6 Y N 1 3.617
spec-5289-55893-0678 131.42979  8.9113596 3.826 13.2 Y N 1 3.720
spec-5289-55893-0844 132.31048  8.6781371 3.618  7.3 Y N 1 3.470
spec-5289-55893-0888 132.50737  8.5411958 3.669 10.2 Y N 1 3.428
spec-5290-55862-0710 132.17268 15.2571910 3.930  6.5 Y N 2 0.000
spec-5290-55862-0780 132.59820 15.5011040 3.713  5.8 Y N 1 3.622
spec-5290-55862-0918 133.29316 15.5480090 3.748 15.1 Y N 2 0.000
spec-5290-55862-0948 133.47937 15.8727910 3.501 11.2 Y N 1 3.340
spec-5291-55947-0022 134.27928 10.3867320 3.739  6.9 Y N 2 0.000
spec-5291-55947-0080 134.10383 10.3380680 3.701 18.0 Y N 2 0.000
spec-5291-55947-0471 132.23602 10.0244020 3.773 10.9 Y N 1 3.690
spec-5291-55947-0680 132.83425 11.2002050 3.557  6.1 Y N 2 0.000
spec-5291-55947-0784 133.39129 11.5280480 3.713 14.2 Y N 1 3.675
spec-5291-55947-0949 134.19716 10.8761540 3.973 11.2 Y N 1 3.730
spec-5291-55947-0984 134.40349 11.2708440 3.748 11.5 Y N 1 3.560
spec-5292-55926-0206 133.73287 16.0286120 3.898  5.2 N N 1 3.798
spec-5292-55926-0276 133.33675 16.6797280 3.802  3.8 N N 1 3.807
spec-5292-55926-0358 132.99611 16.9257000 3.640  6.9 N N 1 3.505
spec-5292-55926-0402 132.75096 15.7171200 3.750  0.0 Y N 4 0.000
spec-5292-55926-0788 133.53913 18.2305160 3.773  5.7 N N 1 3.650
spec-5292-55926-0824 133.75758 18.4104960 3.962  2.2 N N 2 0.000
spec-5293-55953-0284 133.91662 11.5072920 3.571  6.6 Y N 1 3.522
spec-5293-55953-0438 133.36113 12.4864590 3.603  8.9 Y N 2 0.000
spec-5293-55953-0514 132.67873 12.9396020 3.983  2.0 Y N 1 3.826
spec-5294-55922-0408 133.76950  7.2750877 3.593 12.3 Y N 2 0.000
spec-5294-55922-0614 133.90939  8.5570582 3.513  5.1 Y N 1 3.503
spec-5294-55922-0912 135.16965  9.3783097 3.604  6.4 Y N 2 0.000
spec-5294-55922-0926 135.24549  8.8366599 3.593 15.5 Y N 1 3.408
spec-5294-55922-0944 135.42494  9.5370227 3.571 15.1 Y N 2 0.000
spec-5295-55978-0046 135.94770 14.0104680 3.862  5.7 N N 2 0.000
spec-5295-55978-0134 135.43159 14.0435860 3.747  5.1 Y N 2 0.000
spec-5295-55978-0396 134.20596 14.7516340 3.893  2.2 Y N 1 3.896
spec-5295-55978-0768 135.06909 15.3804620 3.794  8.3 Y N 1 3.540
spec-5295-55978-0786 135.07549 16.0067320 3.759  8.5 Y N 2 0.000
spec-5296-55922-0116 136.26145 10.7163310 3.830  1.6 Y N 1 3.807
spec-5296-55922-0244 135.57480  9.5489349 3.782  4.4 Y N 2 0.000
spec-5296-55922-0316 135.37177 10.7112380 3.959  7.3 Y N 1 3.857
spec-5296-55922-0372 135.11647  9.8520836 3.597 15.7 Y N 1 3.648
spec-5296-55922-0522 134.35137 11.0969900 3.710 13.5 Y N 1 3.733
spec-5296-55922-0710 135.33853 11.1674970 3.556  7.2 Y N 1 3.479
spec-5297-55913-0580 134.84423 17.3755450 3.617  6.8 N N 1 3.291
spec-5297-55913-0772 135.85426 17.6453070 3.604  9.8 N N 1 3.481
spec-5297-55913-0936 136.65911 17.3731760 3.576 46.9 Y N 1 3.178
spec-5298-55979-0594 135.94770 14.0104680 3.863  4.5 Y N 2 0.000
spec-5298-55979-0676 136.32719 13.7741830 3.612 16.4 Y N 1 3.551
spec-5298-55979-0706 136.50371 14.1413780 3.559  6.5 Y N 2 0.000
spec-5298-55979-0890 137.20916 13.1136580 3.513  9.3 Y N 2 0.000
spec-5299-55927-0098 137.60642  7.9482180 3.754  6.4 Y N 1 3.561
spec-5299-55927-0122 137.37788  7.2673012 3.723 23.0 Y N 1 3.640
spec-5299-55927-0324 136.58231  7.4774956 3.828  3.0 Y N 1 3.684
spec-5299-55927-0340 136.51414  7.9211645 3.551 14.9 Y N 1 3.540
spec-5299-55927-0376 136.30404  7.8492760 3.601 14.5 Y N 1 3.262
spec-5299-55927-0555 135.72369  9.3638956 3.874 18.5 Y N 1 3.856
spec-5299-55927-0618 136.10513  8.8052255 3.618  6.5 Y N 2 0.000
spec-5300-55982-0066 137.96165 14.6389510 3.514  6.1 N N 1 3.415
spec-5300-55982-0342 136.57602 13.8494050 3.665  8.2 Y N 2 0.000
spec-5300-55982-0742 137.01093 16.6492050 3.916  3.1 Y N 2 0.000
spec-5301-55987-0148 138.51515 16.7057230 3.697  8.1 Y N 1 3.512
spec-5301-55987-0202 138.34294 16.5211540 3.697 23.3 Y N 1 3.626
spec-5301-55987-0602 137.28676 17.5634420 3.534 16.7 Y N 1 3.383
spec-5301-55987-0678 137.57702 17.7307920 3.706  8.1 Y N 1 3.419
spec-5302-55896-0498 136.50936 10.6795400 3.874  9.9 Y N 1 3.694
spec-5302-55896-0730 137.80909 11.0786240 3.571 18.5 Y N 1 3.492
spec-5302-55896-0990 139.22562 11.1961630 3.831  7.1 Y N 1 3.485
spec-5303-55980-0144 139.20982 12.4820200 3.513  9.2 Y N 1 3.442
spec-5303-55980-0533 137.68946 13.4990970 3.557  2.8 Y N 2 0.000
spec-5303-55980-0628 138.27765 14.1954860 3.532  8.7 N N 1 3.324
spec-5303-55980-0770 138.85920 13.4616630 3.572  7.8 Y N 1 3.569
spec-5303-55980-0802 138.93491 13.6519760 3.726  3.8 Y N 1 3.558
spec-5304-55925-0048 140.37299  7.6065718 3.730  7.8 Y N 1 3.319
spec-5304-55925-0090 140.17400  7.4289120 3.632 28.2 Y N 2 0.000
spec-5304-55925-0402 138.89152  7.3167173 3.802 10.9 Y N 1 3.537
spec-5304-55925-0610 138.73065  9.1504610 3.691  2.5 Y N 2 0.000
spec-5304-55925-0676 139.12992  9.3629605 3.680  5.4 Y N 1 3.529
spec-5304-55925-0722 139.46640  9.0862013 3.846  8.1 Y N 1 3.765
spec-5304-55925-0816 139.72873  9.0991726 3.692 10.8 Y N 2 0.000
spec-5304-55925-0818 139.70162  9.0649250 3.593 13.1 Y N 1 3.593
spec-5304-55925-0840 139.84053  9.9756707 3.742  4.8 Y N 1 3.665
spec-5305-55984-0360 139.03478 14.2832770 3.579  7.1 N N 1 3.506
spec-5305-55984-0678 139.21659 16.0653540 3.823 17.0 N N 1 3.501
spec-5305-55984-0775 139.64587 15.0402230 3.750 35.9 Y N 1 3.376
spec-5305-55984-0818 139.84790 15.4694250 3.727 14.5 Y N 1 3.669
spec-5306-55926-0092 141.10944 10.1683330 3.647 11.5 Y N 1 3.607
spec-5306-55926-0602 139.52744 11.4030880 3.639  8.4 Y N 1 3.432
spec-5306-55926-0722 140.13600 11.3411750 3.504 11.6 Y N 2 0.000
spec-5306-55926-0854 140.70418 11.0573580 3.543 15.8 Y N 2 0.000
spec-5306-55926-0928 141.11780 11.2103650 3.856 14.5 Y N 1 3.459
spec-5307-55998-0016 141.72309 16.9577560 3.658  4.3 N N 1 3.576
spec-5307-55998-0287 140.38946 16.7216720 3.587 12.0 N N 1 3.579
spec-5307-55998-0450 139.50379 16.5436880 3.585  5.2 Y N 1 3.498
spec-5307-55998-0730 140.35321 17.6226470 3.728  6.8 Y N 2 0.000
spec-5308-55976-0132 141.78230 12.2730910 3.571  5.0 Y N 1 3.553
spec-5308-55976-0278 141.17564 12.7008160 3.673  6.8 Y N 1 3.650
spec-5308-55976-0412 140.63157 11.5679910 3.732 12.4 Y N 1 3.653
spec-5308-55976-0430 140.47375 12.5854140 3.526 13.3 Y N 1 3.407
spec-5309-55929-0064 142.58565  8.2072564 3.546  8.9 Y N 1 3.489
spec-5309-55929-0302 141.43317  8.0680203 3.696  5.0 Y N 1 3.672
spec-5309-55929-0408 140.94344  7.3793270 3.512 24.6 Y N 1 3.272
spec-5309-55929-0606 140.93426  9.2585924 3.614 10.3 Y N 1 3.616
spec-5309-55929-0844 141.92857  8.9946431 3.652 18.8 Y N 1 3.643
spec-5309-55929-0878 142.06221  9.6653626 3.653 17.0 Y N 2 0.000
spec-5309-55929-0896 142.36188  9.1472784 3.731 18.9 Y N 1 3.459
spec-5310-55983-0562 141.18258 15.4870230 3.666  3.9 Y N 2 0.000
spec-5310-55983-0790 142.21874 16.3273880 3.612 10.0 Y N 2 0.000
spec-5310-55983-0822 142.48031 16.1225180 3.690  7.9 Y N 2 0.000
spec-5311-55956-0476 141.56442 10.3982660 3.592  6.0 Y N 1 3.418
spec-5311-55956-0624 142.20970 12.2892240 3.996  7.8 N N 2 0.000
spec-5311-55956-0780 142.67654 10.9222780 3.756  4.2 Y N 1 3.768
spec-5312-56001-0066 143.70975 16.5127610 3.717  2.9 Y N 2 0.000
spec-5312-56001-0222 142.99525 16.4083760 3.738  5.6 Y N 2 0.000
spec-5312-56001-0520 141.43875 16.9927100 3.703  4.3 Y N 1 3.345
spec-5312-56001-0602 142.09619 17.4915040 3.758  6.6 N N 1 3.803
spec-5313-55973-0196 143.67220 12.5330140 3.867  8.2 Y N 1 3.623
spec-5313-55973-0228 143.51608 12.7172170 3.953  8.8 Y N 1 3.846
spec-5313-55973-0462 142.20970 12.2892240 3.996  8.4 Y N 1 3.823
spec-5313-55973-0512 142.08992 12.8810640 3.699 18.0 Y N 1 3.219
spec-5313-55973-0570 142.43293 12.9445450 3.509  9.7 Y N 1 3.441
spec-5313-55973-0872 143.88650 14.2360050 3.851  7.5 Y N 1 3.805
spec-5314-55952-0225 144.31036  8.4829349 3.704 18.6 Y N 2 0.000
spec-5314-55952-0776 144.19941  8.9135624 3.821  9.0 Y N 1 3.677
spec-5314-55952-0824 144.50262 10.1651540 3.529  9.1 N N 1 3.330
spec-5314-55952-0867 144.55609  9.6482553 3.811  5.8 Y N 1 3.730
spec-5314-55952-0986 145.28759  9.3340461 3.506 11.1 Y N 2 0.000
spec-5315-55978-0246 144.53714 13.5981980 3.525 26.6 Y N 2 0.000
spec-5315-55978-0368 144.35079 14.1966190 3.647  5.3 Y N 1 3.543
spec-5315-55978-0554 143.61903 15.5677220 3.864  7.1 N N 1 3.510
spec-5315-55978-0616 143.99620 14.9501930 3.788  4.9 Y N 1 3.592
spec-5315-55978-0630 144.04302 15.6294670 3.824  9.3 Y N 2 0.000
spec-5316-55955-0260 145.18136 10.2068840 3.911  8.2 Y N 1 3.857
spec-5316-55955-0380 144.50262 10.1651540 3.530  9.2 Y N 1 3.318
spec-5316-55955-0494 143.84533 10.6822930 3.631  0.0 Y N 4 0.000
spec-5316-55955-0950 146.18372 11.1150900 3.879 13.6 Y N 1 3.843
spec-5316-55955-0960 146.03048 11.2083480 3.841  1.3 Y N 1 3.519
spec-5317-56000-0263 145.06665 16.5752210 3.525  4.7 Y N 1 3.539
spec-5317-56000-0648 144.46183 17.5894080 3.632 14.6 Y N 1 3.564
spec-5317-56000-0876 145.61643 17.8897640 3.801  4.5 N N 1 3.589
spec-5317-56000-0944 145.97926 18.1312470 3.917  5.0 N N 1 3.831
spec-5318-55983-0622 145.32576 14.1410560 3.524 25.0 N N 2 0.000
spec-5318-55983-0634 145.41628 14.1697930 3.752  6.6 N N 1 3.585
spec-5318-55983-0669 145.51900 14.3798730 3.566 11.3 Y N 2 0.000
spec-5318-55983-0832 146.37455 13.6333440 3.567  6.3 Y N 1 3.378
spec-5319-55953-0012 147.75920  8.7006755 3.534  8.2 Y N 1 3.398
spec-5319-55953-0242 146.39701  7.4842388 3.563  4.5 Y N 1 3.461
spec-5319-55953-0352 145.98304  8.7514797 3.681  3.2 Y N 2 0.000
spec-5319-55953-0556 145.52977  9.6767894 3.669  0.9 Y N 2 0.000
spec-5320-55999-0106 147.82494 14.5541950 3.861  5.8 Y N 1 3.563
spec-5320-55999-0344 146.78824 14.5177290 3.799 11.2 Y N 1 3.625
spec-5320-55999-0388 146.51285 14.6761540 3.661 18.5 Y N 1 3.671
spec-5320-55999-0514 145.95886 15.7365170 3.733  6.8 Y N 1 3.628
spec-5320-55999-0685 146.85872 15.4906890 3.877 18.6 Y N 1 3.702
spec-5320-55999-0834 147.65778 16.0671170 3.966  7.2 N N 1 3.708
spec-5320-55999-0975 148.34296 15.5283670 3.582  4.3 N N 1 3.549
spec-5320-55999-0978 148.23002 15.2399220 3.738  5.7 N N 1 3.370
spec-5321-55945-0482 146.25585 10.6851230 3.722  1.8 Y N 2 0.000
spec-5321-55945-0514 146.18372 11.1150900 3.875  7.2 N N 1 3.842
spec-5321-55945-0726 147.36618 11.2550770 3.868 21.5 Y N 1 3.464
spec-5321-55945-0984 148.71326 11.3915420 3.617  8.2 Y N 2 0.000
spec-5323-55957-0138 149.04835 11.9879650 3.717  4.5 Y N 1 3.578
spec-5323-55957-0360 147.98564 12.5840450 3.596 19.5 Y N 2 0.000
spec-5323-55957-0898 149.12785 12.8305890 3.523  9.8 Y N 1 3.366
spec-5324-55947-0736 148.80763  8.9897739 3.623  4.2 Y N 1 3.402
spec-5325-55980-0230 149.38876 14.4570280 3.719  9.4 Y N 1 3.277
spec-5325-55980-0335 148.91748 13.8644020 3.969  9.9 Y N 1 3.722
spec-5325-55980-0482 147.82494 14.5541950 3.859  2.5 N N 1 3.687
spec-5325-55980-0513 147.89977 14.9711490 3.631  3.8 Y N 1 3.492
spec-5325-55980-0522 148.23002 15.2399220 3.738  5.6 N N 1 3.331
spec-5325-55980-0556 148.34296 15.5283670 3.582  6.1 Y N 1 3.555
spec-5325-55980-0854 149.87471 15.2238550 3.572 11.5 N N 1 3.527
spec-5326-56002-0630 149.24645 18.1456840 3.669 19.5 N N 2 0.000
spec-5326-56002-0685 149.52231 17.3609190 3.877  6.8 Y N 2 0.000
spec-5326-56002-0936 150.66471 17.0998320 3.550 12.6 Y N 1 3.368
spec-5327-55979-0160 150.66514 10.7829550 3.819  7.4 Y N 1 3.803
spec-5327-55979-0180 150.50573  9.8485770 3.954  7.6 N N 2 0.000
spec-5327-55979-0266 150.05109 10.3644100 3.639 15.5 Y N 1 3.439
spec-5327-55979-0324 149.86403  9.6356105 3.819  3.3 Y N 1 3.727
spec-5327-55979-0870 150.64680 11.7641950 3.771  2.9 Y N 1 3.688
spec-5327-55979-0906 150.82752 11.9856850 3.887  2.8 Y N 1 3.653
spec-5327-55979-0935 151.02874 11.1717410 3.579  7.8 Y N 1 3.369
spec-5327-55979-0986 151.53617 11.3204700 3.707  4.6 Y N 2 0.000
spec-5328-55982-0128 151.49895 11.9406630 3.776  8.4 Y N 2 0.000
spec-5328-55982-0146 151.40324 12.2253510 3.705  4.3 Y N 1 3.706
spec-5328-55982-0770 150.84641 13.3250020 3.820 17.5 Y N 1 3.634
spec-5328-55982-0985 152.20055 13.3539620 3.621  4.6 N N 2 0.000
spec-5329-55946-0562 150.50573  9.8485770 3.956  8.8 Y N 1 3.400
spec-5329-55946-0780 151.22936  9.5131654 3.840 10.0 Y N 1 3.596
spec-5330-56000-0492 150.39267 14.4361400 3.593  5.1 Y N 1 3.367
spec-5331-55976-0190 152.54101 10.3344330 3.620  8.6 Y N 2 0.000
spec-5331-55976-0238 152.39792 10.4209140 3.569 12.0 Y N 2 0.000
spec-5331-55976-0250 152.34630  9.8068855 3.768  5.4 Y N 1 3.502
spec-5331-55976-0289 152.14712  9.2351475 3.500 18.7 Y N 2 0.000
spec-5331-55976-0524 151.14528 11.0066930 3.572  5.6 Y N 2 0.000
spec-5332-55981-0748 152.43925 17.7253650 3.721  9.9 Y N 1 3.485
spec-5333-56001-0462 152.40078 11.5163370 3.628  3.6 Y N 1 3.882
spec-5333-56001-0558 152.20055 13.3539620 3.620  4.4 Y N 2 0.000
spec-5333-56001-0858 153.45209 12.9233410 3.658  7.6 Y N 2 0.000
spec-5334-55928-0704 153.15227  9.8732923 3.541  8.9 Y N 1 3.561
spec-5334-55928-1000 154.66782  8.8032954 3.871 10.6 N N 1 3.594
spec-5335-56013-0138 154.72752 14.2232100 3.925  4.4 Y N 1 3.936
spec-5335-56013-0728 153.95444 15.3293170 3.831  5.9 Y N 1 3.663
spec-5336-55957-0083 155.19187  9.3264558 3.690  7.6 Y N 2 0.000
spec-5336-55957-0664 153.86828 10.7687660 3.526 10.1 Y N 1 3.491
spec-5336-55957-0982 155.65004 11.1056950 3.516  8.8 Y N 2 0.000
spec-5337-55987-0280 155.31457 16.8118010 3.770 17.6 Y N 1 3.493
spec-5337-55987-0386 154.69408 16.3639200 3.503  4.2 Y N 1 3.462
spec-5337-55987-0594 154.33863 17.5287310 3.607  6.1 Y N 2 0.000
spec-5338-56002-0254 155.59037 11.9103500 3.551  8.6 Y N 1 3.477
spec-5338-56002-0288 155.32077 11.2076580 3.851 10.4 Y N 1 3.842
spec-5338-56002-0616 154.74982 12.7072380 3.531 16.6 Y N 1 3.495
spec-5339-55922-0280 155.36994  8.6278294 3.874 21.1 Y N 1 3.594
spec-5339-55922-0604 154.66782  8.8032954 3.873 36.8 Y N 1 3.612
spec-5339-55922-0622 155.06515  9.5398194 3.686 58.8 Y N 1 3.349
spec-5339-55922-0836 155.71560  9.3644722 3.831 18.3 Y N 1 3.799
spec-5339-55922-0960 156.28597  9.2826044 3.635 46.9 Y N 1 3.576
spec-5340-56011-0106 157.27969 14.3049650 3.530 21.8 Y N 1 3.504
spec-5340-56011-0128 157.19555 13.6600990 3.512 12.7 Y N 1 3.495
spec-5341-55931-0218 156.97286  9.2458699 3.713  6.1 Y N 1 3.337
spec-5341-55931-0334 156.28597  9.2826044 3.635 13.5 N N 1 3.550
spec-5341-55931-0390 155.99932  9.9479060 3.948  4.1 Y N 1 3.831
spec-5341-55931-0446 155.71560  9.3644722 3.829  4.0 N N 1 3.811
spec-5341-55931-0790 156.89699 11.3153580 3.588  8.3 Y N 2 0.000
spec-5342-56003-0754 157.19668 18.1427480 3.665 10.9 Y N 1 3.518
spec-5342-56003-0853 157.86554 17.1621370 3.652 17.2 Y N 1 3.390
spec-5343-55999-0053 159.03597 11.9665180 3.655  8.1 Y N 1 3.627
spec-5343-55999-0096 158.30347 11.6816420 3.550  6.7 Y N 2 0.000
spec-5343-55999-0230 157.89988 12.3443090 3.553 12.3 Y N 2 0.000
spec-5343-55999-0376 157.15416 11.7997530 3.645  6.2 Y N 1 3.228
spec-5343-55999-0482 156.42248 12.0852640 3.599  7.1 Y N 1 3.527
spec-5343-55999-0726 157.53292 13.0414060 3.594 12.5 Y N 1 3.352
spec-5343-55999-0820 158.09131 12.6556770 3.696  3.9 Y N 1 3.489
spec-5343-55999-0844 158.24762 13.0701480 3.786  3.0 Y N 1 3.670
spec-5344-55924-0208 158.17034  7.4952693 3.634 17.7 Y N 2 0.000
spec-5344-55924-0646 157.68627  9.5626658 3.760  5.1 Y N 1 3.748
spec-5344-55924-0858 158.62987  9.1355299 3.684  8.6 Y N 2 0.000
spec-5344-55924-0934 159.00469  8.8301288 3.669  0.0 Y N 4 0.000
spec-5345-56010-0234 158.89721 13.6369120 3.619  6.6 Y N 1 3.564
spec-5345-56010-0284 158.86634 14.0400630 3.506 18.0 Y N 2 0.000
spec-5345-56010-0852 159.35246 14.9756020 3.517 11.0 Y N 1 3.320
spec-5345-56010-0926 159.73613 15.1062530 3.717 16.7 Y N 1 3.326
spec-5346-55955-0019 160.50382 10.5633860 3.943  2.8 N N 1 3.431
spec-5346-55955-0116 159.81115 10.0704110 3.834  5.0 Y N 1 3.392
spec-5346-55955-0138 159.58849  9.7230519 3.628  8.1 Y N 1 3.554
spec-5346-55955-0486 157.86156  9.9951113 3.808  2.2 Y N 2 0.000
spec-5346-55955-0503 158.23203 11.3653250 3.667  5.2 Y N 1 3.448
spec-5346-55955-0706 158.81883 10.8712920 3.870  4.7 Y N 2 0.000
spec-5346-55955-0750 159.03597 11.9665180 3.641  5.7 N N 1 3.651
spec-5346-55955-0826 159.25741 11.0892810 3.956 10.0 Y N 1 3.908
spec-5346-55955-0926 160.02686 11.1510150 3.869  9.4 N N 1 3.866
spec-5347-56008-0744 159.87572 17.7769370 3.613  6.5 Y N 1 3.479
spec-5347-56008-0810 159.96887 16.6031840 3.645  9.1 Y N 2 0.000
spec-5348-55978-0026 161.29113 12.3620840 3.522  4.5 Y N 1 3.524
spec-5348-55978-0179 160.34222 11.3343200 3.658  5.1 Y N 2 0.000
spec-5348-55978-0228 160.00377 11.9800880 3.582  4.1 Y N 1 3.495
spec-5348-55978-0234 159.97071 12.0814050 3.603 16.1 Y N 2 0.000
spec-5348-55978-0252 160.02686 11.1510150 3.868 11.7 Y N 1 3.866
spec-5348-55978-0330 159.79932 11.1660270 3.604  8.1 Y N 2 0.000
spec-5348-55978-0566 159.14177 12.9233290 3.842  2.6 Y N 1 3.814
spec-5348-55978-0656 159.50132 12.6887950 3.574 12.9 Y N 1 3.355
spec-5348-55978-0810 160.02421 12.6399490 3.630  5.0 Y N 2 0.000
spec-5349-55929-0526 159.46274  9.1763865 3.630 16.4 Y N 1 3.648
spec-5349-55929-0768 160.50236  9.1416044 3.650 13.5 Y N 1 3.622
spec-5349-55929-0840 160.78939  9.4427550 3.719 17.6 Y N 1 3.670
spec-5349-55929-0866 161.03050  9.7040660 3.797 16.1 Y N 1 3.538
spec-5350-56009-0050 161.78567 13.5781870 3.735  9.0 Y N 2 0.000
spec-5350-56009-0776 161.23346 14.9328610 3.601 27.8 Y N 2 0.000
spec-5350-56009-0824 161.40818 15.8799290 3.509  9.7 Y N 1 3.469
spec-5351-55952-0290 161.64089  9.6176591 3.733  2.5 Y N 2 0.000
spec-5351-55952-0384 161.11583  9.8466565 3.856  5.5 Y N 1 3.677
spec-5351-55952-0448 160.78939  9.4427550 3.720 10.4 N N 1 3.674
spec-5351-55952-0530 160.50382 10.5633860 3.942  3.6 Y N 1 3.493
spec-5351-55952-0628 161.02367 10.5959820 3.547  4.8 Y N 1 3.544
spec-5351-55952-0782 161.77117 10.6581930 3.547 12.5 Y N 1 3.545
